"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015671","oxygen transport","4/27","13/12706",0.307692307692308,144.797720797721,23.9369192369821,1.14103205696557e-08,1.07941632588943e-05,8.71988708796846e-06,"HBB/HBD/HBA1/BPGM",4
"GO:0015669","gas transport","4/27","17/12706",0.235294117647059,110.727668845316,20.8907306967802,3.77615962729838e-08,1.78612350371214e-05,1.44289046811507e-05,"HBB/HBD/HBA1/BPGM",4
"GO:0048821","erythrocyte development","5/27","51/12706",0.0980392156862745,46.1365286855483,14.9042073838598,6.43477726145051e-08,2.02909976311073e-05,1.63917483923266e-05,"HBB/HBD/HBA1/ALAS2/BPGM",5
"GO:0002262","myeloid cell homeostasis","7/27","190/12706",0.0368421052631579,17.3376218323587,10.4703109171602,1.03210805575453e-07,2.44093555185946e-05,1.97186960125734e-05,"HBB/HBD/ANXA1/HBA1/ALAS2/BPGM/FECH",7
"GO:0030218","erythrocyte differentiation","6/27","147/12706",0.0408163265306122,19.2078609221466,10.2462932304797,5.24448053261324e-07,9.92255716770425e-05,8.01577445616255e-05,"HBB/HBD/HBA1/ALAS2/BPGM/FECH",6
"GO:0034101","erythrocyte homeostasis","6/27","157/12706",0.0382165605095541,17.9844302901628,9.88150207755377,7.72493311994677e-07,0.000121796445524494,9.83912534224799e-05,"HBB/HBD/HBA1/ALAS2/BPGM/FECH",6
"GO:0015670","carbon dioxide transport","3/27","11/12706",0.272727272727273,128.343434343434,19.4976946214928,1.39608221695364e-06,0.000176105293341028,0.00014226376206252,"HBB/HBD/HBA1",3
"GO:0061515","myeloid cell development","5/27","95/12706",0.0526315789473684,24.7680311890838,10.7301789369521,1.48926252296852e-06,0.000176105293341028,0.00014226376206252,"HBB/HBD/HBA1/ALAS2/BPGM",5
"GO:0048872","homeostasis of number of cells","7/27","330/12706",0.0212121212121212,9.98226711560045,7.62920880724123,4.24553168668666e-06,0.000446252552845064,0.00036049777830813,"HBB/HBD/ANXA1/HBA1/ALAS2/BPGM/FECH",7
"GO:0019755","one-carbon compound transport","3/27","18/12706",0.166666666666667,78.4320987654321,15.170064042163,6.83609262277778e-06,0.000646694362114778,0.000522421394119649,"HBB/HBD/HBA1",3
"GO:0042744","hydrogen peroxide catabolic process","3/27","20/12706",0.15,70.5888888888889,14.3720679687875,9.52339043417557e-06,0.000819011577339099,0.00066162501963746,"HBB/HBA1/SNCA",3
"GO:0042743","hydrogen peroxide metabolic process","3/27","38/12706",0.0789473684210526,37.1520467836257,10.2990549936655,6.86985499242596e-05,0.0054157356856958,0.00437501291622916,"HBB/HBA1/SNCA",3
"GO:0030099","myeloid cell differentiation","6/27","415/12706",0.0144578313253012,6.80374832663989,5.5470965662232,0.000193375884708339,0.0140718143795453,0.0113676835869031,"HBB/HBD/HBA1/ALAS2/BPGM/FECH",6
"GO:0046501","protoporphyrinogen IX metabolic process","2/27","11/12706",0.181818181818182,85.5622895622896,12.9474260442292,0.000236367211626742,0.0159716701570641,0.0129024508000763,"ALAS2/FECH",2
"GO:0042541","hemoglobin biosynthetic process","2/27","12/12706",0.166666666666667,78.4320987654321,12.383377795007,0.000283268892755092,0.0178648248364212,0.0144318046414173,"ALAS2/FECH",2
"GO:0031340","positive regulation of vesicle fusion","2/27","14/12706",0.142857142857143,67.2275132275132,11.4410043318035,0.000389544733385976,0.0230318323614458,0.0186058866077775,"ANXA1/SNCA",2
"GO:0020027","hemoglobin metabolic process","2/27","15/12706",0.133333333333333,62.7456790123457,11.0415741729357,0.000448885763923315,0.0235914407039698,0.019057956994639,"ALAS2/FECH",2
"GO:0070493","thrombin-activated receptor signaling pathway","2/27","15/12706",0.133333333333333,62.7456790123457,11.0415741729357,0.000448885763923315,0.0235914407039698,0.019057956994639,"HPGD/SNCA",2
"GO:0009636","response to toxic substance","4/27","199/12706",0.0201005025125628,9.45914758980086,5.550131607488,0.00077247374780583,0.0384610613381218,0.0310701352303065,"HBB/HBA1/UBA52/FECH",4
"GO:0031338","regulation of vesicle fusion","2/27","24/12706",0.0833333333333333,39.216049382716,8.64737418080181,0.00116609422131094,0.0551562566680074,0.0445570739300916,"ANXA1/SNCA",2
"GO:0002828","regulation of type 2 immune response","2/27","28/12706",0.0714285714285714,33.6137566137566,7.97225503880827,0.00158869860054833,0.0683140398235783,0.0551863724401,"ANXA1/RSAD2",2
"GO:0006783","heme biosynthetic process","2/27","28/12706",0.0714285714285714,33.6137566137566,7.97225503880827,0.00158869860054833,0.0683140398235783,0.0551863724401,"ALAS2/FECH",2
"GO:1903531","negative regulation of secretion by cell","3/27","115/12706",0.0260869565217391,12.2763285024155,5.6054856269417,0.00180317951789275,0.0741655575620237,0.0599134247135076,"ANXA1/RSAD2/SNCA",3
"GO:0006779","porphyrin-containing compound biosynthetic process","2/27","32/12706",0.0625,29.412037037037,7.42586801162348,0.00207375535624363,0.0784709026802589,0.0633914268898052,"ALAS2/FECH",2
"GO:0033014","tetrapyrrole biosynthetic process","2/27","32/12706",0.0625,29.412037037037,7.42586801162348,0.00207375535624363,0.0784709026802589,0.0633914268898052,"ALAS2/FECH",2
"GO:0045920","negative regulation of exocytosis","2/27","35/12706",0.0571428571428571,26.8910052910053,7.07789647342365,0.00247792440285973,0.089792048141362,0.0725370278742949,"ANXA1/SNCA",2
"GO:0051048","negative regulation of secretion","3/27","131/12706",0.0229007633587786,10.7769296013571,5.19051983368794,0.00261426681793652,0.089792048141362,0.0725370278742949,"ANXA1/RSAD2/SNCA",3
"GO:0042092","type 2 immune response","2/27","37/12706",0.0540540540540541,25.4374374374374,6.86929350175701,0.00276636269088164,0.089792048141362,0.0725370278742949,"ANXA1/RSAD2",2
"GO:0006693","prostaglandin metabolic process","2/27","38/12706",0.0526315789473684,24.7680311890838,6.77107611009185,0.00291623292093483,0.089792048141362,0.0725370278742949,"HPGD/HPGDS",2
"GO:0042168","heme metabolic process","2/27","39/12706",0.0512820512820513,24.1329534662868,6.67656710410667,0.00306984993871398,0.089792048141362,0.0725370278742949,"ALAS2/FECH",2
"GO:0002548","monocyte chemotaxis","2/27","40/12706",0.05,23.5296296296296,6.5855343895673,0.00322719834757538,0.089792048141362,0.0725370278742949,"LGALS3/ANXA1",2
"GO:0006692","prostanoid metabolic process","2/27","40/12706",0.05,23.5296296296296,6.5855343895673,0.00322719834757538,0.089792048141362,0.0725370278742949,"HPGD/HPGDS",2
"GO:0046636","negative regulation of alpha-beta T cell activation","2/27","40/12706",0.05,23.5296296296296,6.5855343895673,0.00322719834757538,0.089792048141362,0.0725370278742949,"LGALS3/ANXA1",2
"GO:0071385","cellular response to glucocorticoid stimulus","2/27","40/12706",0.05,23.5296296296296,6.5855343895673,0.00322719834757538,0.089792048141362,0.0725370278742949,"ANXA1/FECH",2
"GO:0006749","glutathione metabolic process","2/27","41/12706",0.0487804878048781,22.9557362240289,6.49776576609567,0.00338826279521164,0.0915419029145888,0.0739506192455674,"HPGDS/SNCA",2
"GO:0006575","modified amino acid metabolic process","3/27","145/12706",0.0206896551724138,9.73639846743295,4.88237398815935,0.0034836242123945,0.0915419029145888,0.0739506192455674,"HPGDS/ATIC/SNCA",3
"GO:0006778","porphyrin-containing compound metabolic process","2/27","43/12706",0.0465116279069767,21.8880275624462,6.33125888371776,0.00372147861861293,0.0951491560326442,0.0768646792919769,"ALAS2/FECH",2
"GO:0046148","pigment biosynthetic process","2/27","44/12706",0.0454545454545455,21.3905723905724,6.25217775174943,0.00389359951047366,0.0969301351817916,0.0783034139779467,"ALAS2/FECH",2
"GO:0045071","negative regulation of viral genome replication","2/27","45/12706",0.0444444444444444,20.9152263374486,6.17567190106535,0.00406937547308571,0.0987084409625405,0.0797399890272665,"RSAD2/ISG20",2
"GO:0071384","cellular response to corticosteroid stimulus","2/27","46/12706",0.0434782608695652,20.4605475040258,6.10160140548541,0.00424879137420738,0.100483916000005,0.0811742773072252,"ANXA1/FECH",2
"GO:0051051","negative regulation of transport","4/27","333/12706",0.012012012012012,5.6527638749861,3.97029099793346,0.00504877263870752,0.116491193078471,0.0941054925725715,"LGALS3/ANXA1/RSAD2/SNCA",4
"GO:0033013","tetrapyrrole metabolic process","2/27","53/12706",0.0377358490566038,17.7582110412299,5.64151246363197,0.00560535900042713,0.126254038438192,0.101992246473937,"ALAS2/FECH",2
"GO:0046631","alpha-beta T cell activation","3/27","178/12706",0.0168539325842697,7.93133583021223,4.29746933095551,0.00617537641931863,0.13585828122501,0.109750875897805,"LGALS3/ANXA1/RSAD2",3
"GO:0042440","pigment metabolic process","2/27","58/12706",0.0344827586206897,16.2273307790549,5.36356522164996,0.0066802485753251,0.14362534436949,0.116025369992488,"ALAS2/FECH",2
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","2/27","60/12706",0.0333333333333333,15.6864197530864,5.26188907964298,0.00713443680693433,0.147667579533863,0.119290823124051,"LGALS3/HMGN2",2
"GO:0072593","reactive oxygen species metabolic process","3/27","188/12706",0.0159574468085106,7.50945626477541,4.14937685665048,0.00718045312743943,0.147667579533863,0.119290823124051,"HBB/HBA1/SNCA",3
"GO:0048525","negative regulation of viral process","2/27","66/12706",0.0303030303030303,14.2603815937149,4.98403597685055,0.00857857615509935,0.172666660483489,0.139485919117629,"RSAD2/ISG20",2
"GO:1904377","positive regulation of protein localization to cell periphery","2/27","67/12706",0.0298507462686567,14.0475400773908,4.94124513554964,0.0088310116582893,0.174044521432118,0.140599001401711,"LGALS3/SNCA",2
"GO:0031640","killing of cells of another organism","2/27","70/12706",0.0285714285714286,13.4455026455026,4.81818386245275,0.00960816897152789,0.178222114648341,0.143973801307105,"LGALS3/HMGN2",2
"GO:0051928","positive regulation of calcium ion transport","2/27","70/12706",0.0285714285714286,13.4455026455026,4.81818386245275,0.00960816897152789,0.178222114648341,0.143973801307105,"LGALS3/SNCA",2
